Ids,sentiment,sarcasm,vulgar,abuse,target,SentimentLabel,SarcasmLabel,VulgarLabel,AbuseLabel,Image_Path,Banglatext,EnglishText
image_11.jpg,Negative,No,Not Vulgar,Abusive,Individual,0,0,0,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_11.jpg,"মোমমর]গদ^681]%%{1 শিলন্নেসনদ্ড সৌনার বাংলাগড়া এঘং সাংসাতক বাংসা আমাদের এরেণান লক্ষ্ষ্য; $৯ঃয়য়হঙ ৮ হ৫""' ৬,144([7]44'4""1411 ![)2[]; 9];1[@ শা্তিপ্রিয় ভাইদের' নিরমে বহত্তর বাংলাদেশ বানানো আমাদের একমাত্র লক্ষা","Mommer] Gad^681]%0 {1 Shilnesed Sonar Banglagara Aghong Md.$ 1 -Yoyhang 1 ""1,144 ([7] 44'4"" 1411! [) 2 [];9]; 1 [@ Shawpriya brothers' make a nerd Bangladesh's only Bangladeshi goal"
image_12.jpg,Negative,Yes,Not Vulgar,Non-abusive,Religion,0,1,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_12.jpg,্িূষ্পমুরৌী ভারতের ঢ০ঢ কে তোলবার আপ্রাণ চেঙা চূালাচ্ছে ভাহ তার বিরনদু ছাসলিম,Vahapamuroui is the best cheeks to lift the 3 -4 in India.
image_13.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_13.jpg,বিজোপকেধুসালমরা মিরমকে দেবে আমি কি কাঁচকলা পারো৮ অডি আপনার পাশে_তো চাটচীটা চোলচোররী রয়েছে আরআডি আ্উকরা বন্ধরীকরু} গিন্দূরী] ভোটি আড়,Bijopadusalms will give Mirm to Mirum? Do I get a corset.
image_14.jpg,Negative,No,Vulgar,Non-abusive,Religion,0,0,1,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_14.jpg,9 !!| ডাঙে আখার বাল চোডা গেল [41|[|| আঘাদের '0 হাজার হন্ডির ভেঙেছিস সেটা মনে আাচে,9 !! |Dung Akhar Bal Choda went [41 | [||Aghad's' 0 Thousand Hondi broke up
image_15.jpg,Negative,Yes,Not Vulgar,Non-abusive,Religion,0,1,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_15.jpg,"মুদি সরকার দেশেরট০? গ৩]{];{ 41|77!14[1{4[ গরনদগ   শনগগনা ৬চ খা4  ড্চ-াা[;4৬ দেগেমচামা চদংযামাত সদয়াায প্রতিবাদেবনামে দাশ্করে হোবববদ্ুতুতিতে গমো৬েলাচালেটচয {+ঢটটা ং এাাব সংমসাযমাব 1][47[#""9[34[[;]{|[:| ৫০ফ নি্যব 43ন[=1157|6=1731441414|7! নানিসেচে","Grocery Government Country 3?{C] {41 | 77! 14 [1 {4 [4 [Goradag Shanggana 3 F 4 Dutha -a [; 45 Degamchama Chadangamat Sadaya Protesting Daskar Hobbbdututi1] [47 [#""9 [34 [[;]] {| [: | 1 f 43 n [= 1157 | 6 = 1731441414 | 7! Nanische"
image_16.jpg,Negative,Yes,Vulgar,Abusive,Individual,0,1,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_16.jpg,"""মূসল্য] ""চালচোর এবণড তোলাবাজী দহ}ী","""Mosaic]"""
image_17.jpg,Positive,No,Not Vulgar,Non-abusive,,2,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_17.jpg,"মোদী সরকাবের উদ্যোগে বসছে বিশ্বের সবচেয়ে দ্বর্ড়াপুরে 'সৌরগরছ' বাংলায় এবার গ্রিন সিটি' লক্ষা মোদা সরকার আর্থিক সাগয়েব পাশাসাশি পরিবেশ এ্রবং সৌন্দযীযাব জনা সৌববদ্যৎ উৎপাদান সৌলাব পাদল সববাত বাংলায এবাব নজব কাড়বে সৌরগাঢ 0133224773'17185{=17*408220]747-1014/1 (|দশ%য়ষ "" গড়াব","Modi Sarkab is sitting in the world's most dwarf 'solargard' in the world, Green City in Bengal, Laksa Moda Sarkar, the financial sagaibi sagaibi environment, and beautifully produced, the sauva salab footal salabat bangabat banga najab najab najab najab najab najab najab najab najaba najaba najaba najaba 01322247771852471717318247147171718524713.(| Ten%of the ""Ishrab"
image_18.jpg,Negative,Yes,Not Vulgar,Abusive,Individual,0,1,0,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_18.jpg,[4[[]71দ7[{1711:4=|4|[1?01 সিনেমারজগতেসবশ্রেষঠকমেডিয়ান বরাংলার রাজটীতিতে শ্রেষ্ঠ কমডিয়ান,[4 [[] 71D 7 [{1711: 4 = | 4 | [1? 01 cinema category is the best Commadian in the prince
image_19.jpg,Negative,No,Not Vulgar,Non-abusive,,0,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_19.jpg,"{৩[হড়৩ঋঔ বিদায় বন্ধু (19[3[৫7 2018 25২9,2020) ত্াম রবে হৃদয়ে মম","{1 [Hara 1 Aye Farewell Friend (19 [3 [37 2018 2529,2020) Tam Robe Mum"
image_20.jpg,Negative,Yes,Not Vulgar,Abusive,Political,0,1,0,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_20.jpg,"[০=ৎ] {ঃ৩9৩5 1_74|5111041""41!7= ?ঠ8৫ সহর ১১৮টি চিনা অ্াপ নিষিদ্ধ 13]63[1[1!=] ঘোমঙা েেনন ঘসিগডি ভাসো বচেোনা ক্নঃ এটীম্সিস্টীমচি সবহার সেভাবে একের একচনঢষগিনিস ব্যান শনপতচ} অমার ঢভোো ডয়তচ্ছে কোনদিনদয শেকে ডঠে শুননিরি""ব্যান,দিোতে [ও^ঞ&৩","[1 = d] {: 1111041 ""41"" 41! 7 =? L 85 Chinese 3 banned 13] 63 [1 [1!Someday hearing on the shake ""Ban, Dio [o^j & 1"
image_21.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political,1,1,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_21.jpg,ডীলা ড্ববিরতোঢাইল] বুড়ো ছন্ডাস্ট্রি পিল্কারখনায় ব্যাসালোর আসুন গ}হ?ণ গুড8টি আগয 5410114দ14615[1|63= উন্নতমনের চিকিংস সুস্বাদু চপমুড়ি থেতে পেততামিলনাডী আসুন} বাংলায় আসুন},Dila Dobbartoil] Come on Basalore in the old chandistry pilkhana?
image_22.jpg,Positive,No,Not Vulgar,Non-abusive,Political,2,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_22.jpg,বাংলার মানুষ করোনা প্যান্ডামিক এর আগে খেতে পেত না!! তারপর যাদবপুরের বাংলার মানুষ বামেরা ক্যাল্টিন এখন দুবেলা খুললো খেতে পাচ্ছে| ধন্যবাদ সিপিএম| স০দাাচ,People of Bengal do not eat pandamic before !!Then the people of Bengal in Jadavpur are now able to eat the Kaltin twice.Thanks CPM |5
image_23.jpg,Neutral,No,Not Vulgar,Non-abusive,Political,1,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_23.jpg,পিসি হিন্দিভাষীদের বহিরাগত বলছে এবং তাদের গালিগালাজ করে বিভাজনের রাজনীতি করছে দেখতে পাচ্ছেন তোো এই সাম্প্রদায়িক বিভাজনের রাজনীতির ফল,"The PC says the exotic Hindi speakers and they are doing the politics of division by abusing them, and you can see the result of this communal division politics."
image_24.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_24.jpg,"5ঝশ]ভ ৫ঋশ ঋতচগখ দেশের শাসতগেী এখন গঙ্কের  পুরনাণের র্মরজা নয ভারত ভারতবাসীার জীবন-জীবিকা; গগতম্র ধরমনিবপেক্ষতা, সার্বভৌমত্ব সব কিঢুর উপর বিরামহীন ডজেম লিপ্ত ৮[95: 3শ৮ণ ৮২০০০ ৫% 100009008029330 90313/2578098765833699/?গ730]=""1""3|0ল3 &হগয০ ৎ870&|৫]ড় 6""=9হ &1=#&কর=: আপলার নামটা চেঞজ করে বীর্যযকাম্ত মিশ্র 4ড়]47 ঘীর্যটা অবশ্যই চায়লা এবং আরবের সংমিগ্রণে তৈরি সেটার ১০০৭ নি-্চযতা দিচ্চি","5 Josh] V1 Vishtachagakh country is now the lifeblood of the Indians of India, Naz Naz, the Purana of Ghank;Gasta Dharma Nabita, sovereignty all over the Kiwi Non -Dodge 1 [95: 3 hundred 1211% 100009008029330 9031313/257658333699/? C 730] = ""1"" 1 ""1"" 1 ""1"" 1 ""1"" 1 ""1"" 1 ""1"" = 9 ""1"".& 1 =#& Corner =: Apala's name cheese semen mixed 4 r] 47 surroundings must"
image_25.jpg,Positive,No,Not Vulgar,Non-abusive,Individual,2,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_25.jpg,"আজকের দিনের সেরা খবর টীনের অভ্যন্তরে ঢুকে চীনের পাঁচ কিলোমিটার এলাকা দখল করলো ভারত, যার মধ্যে চীনের কয়়েকটি গুরুত্বপূর্ণ সেনাঘাটিও রয়েছেো গত ৭৩ বদযে যা ঝরার কারো সাংস হশনি মোদী জী সেটা করে দেখালেন ! এটাই থলো ৫ ৬ ইঞ্ির #নড1 যঁ দেখছে দেশ সঢ় বিশ্ববাসী সোট","India enters the best news of today's tin and occupied a five -kilometer area of ​​China, in which China has several important troops in the last 5, which shows Modi Modi Ji, a MP of Jhala!This is the Thlo 5th 5th #Node 1 like the country of the world."
image_26.jpg,Negative,Yes,Not Vulgar,Non-abusive,Others,0,1,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_26.jpg,বর্ষায় হাঁস গুলো সরকারি সম্পত্তি দখল করার চেষ্টা করছে! 5বিনার সগি,In the rainy season the ducks are trying to occupy government property!5 Binar Sagi
image_27.jpg,Neutral,No,Not Vulgar,Non-abusive,Political,1,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_27.jpg,"=হ=৯ঞ ৬=ড় পরীক্ষার্থীদের কেন্দ্রে পৌঁছে দেবে বিজেপি বগম7 [়োড়চ] 0০ ১৮ সন্বোবর পর্যস্ত কলেদ-বিশবিদ্যালয়ে পরাস্া =হচ^ঞ =)|$ ড়&&, নিটের জন্য বিজেপির বাস পরিষেবা =হা"" বোড [চ ৩১ অডগাণডমন মডশা ফণশ্রকাডশম নিণদশ","= H = 1 J1 = D will reach the center of the examiners at BJP Bumps 7 [Erch] 0 1 Subobar Called-University Parasa = Hocha^j =) | $ 1 &&, BJP bus service for Nitt = Ha ""Boddam Bod."
image_28.jpg,Negative,Yes,Vulgar,Abusive,Religion,0,1,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_28.jpg,দাঙ্গাবাজ এবং সন্ত্রাসবাদের প্রোডাক্টশন বন্ধ করার একমাত্র উপায়:,The only way to stop the products of riots and terrorism:
image_29.jpg,Negative,No,Not Vulgar,Abusive,Individual,0,0,0,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_29.jpg,"বাদেন ""প্রথ প্রতিশ্রুতি! এলে পছ্ ৭0৬+ ণণী ভৌতদ্বেরোনস নুকলের দেগা নহাস পরববার দেবনা 9_ধ01] আমরা সরকার এলে চূপবোবসাকে বরিডি বাবসাকে তোলাবাজি_এবং দূর্নীতিকেসরকারি চাকরি কুরে দেো","Baden ""First Promise! If you like to give a nuclear nucleus nucleus, I will not give the nucleus of the nucle."
image_30.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_30.jpg,ছঘদলোকেআামোরহওডকত দিয়ছিআোমি ১০০০ট] দেগব মমোসের মুংণ্রী আমকক দিন} বংলার বন্য জনতা: আপনি এবার হেগে মুতে দুই পা উপরে তুলে শুয়ে পড়়ন আপনার গল্প শেষ ভোোট,Chhagdlokeamorhodat Diachi 1am 5] Degab Mamos's Munnri Amkak Day
image_31.jpg,Neutral,Yes,Vulgar,Abusive,Individual,1,1,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_31.jpg,"৮৩৬ {4য""নঃ 03ম0110131 131 সানি লিওলে; মিয়া খলিফার পর নেহা ববব! ঝাডড থচঞোন মেখা তালিকাম ফেের বিভ্রাত্তি এ5ব47 নদচ70""= মদাটি""জ পমচাভ্ সিখা সনজগত্ভো এর যদি চও ডাবান ানএত[ৎ]গ[9 9ৎূ{ #ম40চ| ৬6113-84-1@",{4 {4 n: 03110131 131 131 Sunny Leale; Neha Bobb after Mia Khalifa!66113-84-1@
image_32.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_32.jpg,"111!4444 1113464| দুঃখ দেবেল না; দৃঃখ দিলে আমি অভিমাল = চ যান: মুখ্যমঘ্রী শ০8/৪শ লেবাংলার বন্য জনতা : 11[4[3134 গ নিকাল পেহেল ফুরসত মে নিকাল বাংলাদদেশ কা রাঁসতা হা8, উধা#","111! 4444 1113464 |Did not give grief;If you go, I go to Abhimal = f: Chief Movement of the Chief Mix 18/500 Wild People: 11 [4 [3134 c Nikal Phel Fursat May Nikal Bangalore Ka Ransta Ha 8, Uddha#"
image_33.jpg,Neutral,No,Not Vulgar,Non-abusive,Political,1,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_33.jpg,502 =[=3[ঁ6[ড৬[গ৮/ ভপমত নেং নিক্কি মধতেল পাটি ভিা 502 ওহছঋকঋ&ঋ&] সাওঙ লম্ ঢাকাঃ তৃণমলের পাট আসিস বিক্ষি! চাল ত্রিপলউঙিলের পরন শেযে নিজেদের পাট আফ্স   ? তিুলতারা পভিডে এগোচ্ছে ২১ এর আগে টালিব চল নেঁচে দেয ঝিনা সবদেছ,502 = [= 3 [6 [D1/ Vopmat Nang Nikki Madhatel Party Vi 502 Ohchhak Bury & 1 &] Song Lam Dhaka: Jute Asis Protest of the grasshopper!Rice Tripolungil wearing their own jute?Tultara is moving to Pavid before the 21st Talib is on the run
image_34.jpg,Negative,Yes,Not Vulgar,Non-abusive,,0,1,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_34.jpg,পাত্র চাই বোনের বামপ্ট্ী কুরিজীবী ৩0-৩ পাত্র চাই/ এর যখন একডবছীর তংন থেঁকে আমাদের বাড়তেই বড হয়েছে লাইফ পার্টনার খুঁজছে নাক পামানেন্ট লেনন টিচার খুঁজছে আপাল ধরতে পারবেন নী চচ,"Want to the sister of the sister's bampti kurigibi 3-5 vessel/ When we are growing up, we are growing up in our growth partner looking for a life partner."
image_35.jpg,Negative,No,Not Vulgar,Abusive,Individual,0,0,0,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_35.jpg,"4৮""ম৮ণ #ব` @খ{খফয়৪{খ৬ঝ] পশদ্ডাব পশেশ হয এ {জনে শিষ্কমেব গানান মাস্ডারেদাব [মেদ 4+441171_[1446={1111 চুরি হােক কিংবা দুর্নীতি করলো পিসি ভাহগোরা-আার দুখারে দুসরকাররি রেম নাবগত দেবে শক্ষক ও করনচারীরা:","4 ""Mr ৮ #B'B @b {khafa {b 3h] poohdab pshesh ho {sukmeb guinea mashedab [fat 4+441171_ [1446 = {1111 steal hack or corruption in the PC Vahgora-e-Ram Nachhara."
image_36.jpg,Negative,Yes,Vulgar,Abusive,Individual,0,1,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_36.jpg,"খম[৬ডড এ  4য[50045~ 41440340_31 105)(0]""! 441|[[{63] তীবর বিষধর তাব উপব দুর্টি মুখ; {[[7|14[3[7(4[1[4464 গীপ? ৩ = ঢ০যযশ 5র7[95 ০7 ৬ {০০০শ ড়৮3 হ্যী ত্রামি প্রথম দেখেছি 2011 সালে সাদা শাড়ি পচয়ে ছাওয়াছ চাটা","Khem [1 Dod A4 ~ 41440340_31 105) """"! 441! [[{63] Tiber poisoning Tabor Tab Durkti face; {[7 | 14 [7 [1 [1 [4464) 1 = ১০ ১০ {1 = 95 {95 {1 [1 [4464 GIP? 1). ""White saree in 2011"
image_37.jpg,Negative,No,Not Vulgar,Non-abusive,Political,0,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_37.jpg,41;0'10!1410{1441| 45{44]1[[33|[[9]61|[3[ ভর্মগূটিতে শড্রেভে ঝাশ সঙগ্যা বা্ডি বাড়ি পিযওড গম িিলিব ভণন] এবডনন ৫৬|[০# গম4 শ|নঊশক ব্রথে [কণ দেমনা ভাগোর কী পারহাস ভোটের সিময় মানুষকে বুথে ঢুকতে না দেওয়া পাট়ি আজ মানুষের দুমারে ঘুরছে;,41; 0'10! 1410 {1441 |45 {44] 1 [[33 | [[9] 61 | [3 [3 [3 [33 in Shodrevi Jhash Sange Bandi Ghar Piod Gum Ilib Vonon] Abdon 1 |
image_38.jpg,Neutral,Yes,Vulgar,Non-abusive,Gender,1,1,1,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_38.jpg,বান্ধবীরীসঙ্গে অনেক দিনয দেখাহিলে যেয়েরাযঁকিরে আণি একতি গো আর ছেলেরা যা করে পেরে,After a long time with friends
image_39.jpg,Negative,No,Vulgar,Non-abusive,Political,0,0,1,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_39.jpg,প্রতিটা ভোটে নিজেদের ভোট পার্সেন্টেজ দেখার পর বামপন্থীরা: শ^=সহ৫হ=ঞ= ূ?!,"After seeing their vote in every vote, the leftists: Sha^= with 1 h = j = t?!"
image_40.jpg,Negative,Yes,Vulgar,Non-abusive,,0,1,1,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_40.jpg,ফাঁকা ফ্ল্যাট এ যাওয়ার পর _=খ গঙশণ ঞবচ৯া ৯৯:,After going to the empty flat _ = b gangshan jibach 3: 1:
image_41.jpg,Negative,Yes,Vulgar,Abusive,Individual,0,1,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_41.jpg,কঠিন পদার্থ ৩রণ পদারথ] গ্যাসীয় পদার্থ পদাথ,Solid substance
image_42.jpg,Negative,Yes,Vulgar,Non-abusive,,0,1,1,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_42.jpg,"আমার ট্যাবে, পা নু দেখা চলবে না!","In my tab, the foot will not be seen!"
image_43.jpg,Positive,No,Not Vulgar,Non-abusive,,2,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_43.jpg,শৌর্য দিবস জয় শ্রী রায,Shri Ray Rae Joy Joy
image_44.jpg,Neutral,Yes,Not Vulgar,Non-abusive,,1,1,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_44.jpg,ডোমায় একটা কথা বলার ছিল বললা ভোমার সাশে বিমেহওয়ার আমি আগগেহী আগে জানাদগজ্্র সাডে 75459_ ববনমিয়েছে দিস] ডবনচরিব্রটাও মিলবেহ ূ9ট,One thing to say in Doma was Bolla Bhoma Sisheva Bmehwah before I was wearing 75459_ web in the janadgajr sid] Dobancharibatha also Mileabeh.
image_45.jpg,Neutral,No,Not Vulgar,Non-abusive,Political,1,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_45.jpg,সম্স্রীতি রক্ক্ষার দায় সংখ্যাগুরুর] অবশাই মসজিদ দগনি করা উচিত। আজ থকে ২৮ বছব আগে আজাকর একটি মসজিদ দযন করেছিলাম তারপর থেকে আর কেউ ডাকেনা] হিন্দুদের দিন,"The majority of the responsibility for the sake of the society is the majority of the mosque.Today, I gave a mosque a mosque 20 years ago, then no one else called for Hindus."
image_46.jpg,Negative,No,Not Vulgar,Non-abusive,Political,0,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_46.jpg,গুচনচেন ৩ডর বাবুঃ দাগা] [লভ্ঢড এণট নিং্চত বিজাপ হপ5 ডি}!] চ8ঠনর দানাঢা সচডান দড্ড] সেংানে বিযতাণ চিন্দর সযন মেট বিষ্ত দাসীয মপনার নবি ভাহদেব হাত পো সবছ 44]21|814[17],Guchnchen 1 Dor Babu: Daga] [Loved Anat Ning Bijap Hop 5D}!
image_47.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political,0,1,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_47.jpg,"জাহাজ ডুবল বলে ঝাঁপ শুডেন্দুকে কটাক্ষ সৌগতর 5৬ভ37৫৩ #চ৮: #0েন সমে সাল তি্গোপর মদুডরে মডমঙশ ববডা [ম""[_1454{4[ বুড়োটা ঠিক বুঝতে পেরেছোতাদের জাহাজ ডুবতে চলেছে","Ship Shudndu, who is submerged in the ship, 59 V 379 #f. #0 - Sal Tigopar Maddar Modmangsh Bobda [M ""[_ 1454 {4 [4 [old man understands the ship is right."
image_48.jpg,Neutral,No,Not Vulgar,Non-abusive,Others,1,0,0,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_48.jpg,কোটিপতি কৃষক আন্দৌলন কৃষক রাীস্তীয় কৃষক বাড়ীতে অ্যাইসে ক্যাইসে চলেগা কমরেড?,Millionaire farmer Andoulaon Farmer Rishti Krishant Farmer's house at Ais Kaisa Comrade?
image_49.jpg,Neutral,Yes,Vulgar,Non-abusive,,1,1,1,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_49.jpg,হিয়া দিদি কে কিস খেতে শেখালো উজান স্যার তর9! ডাগে থেক} এব 9৮৩ কবে বসে থাকা ছিয়া দিদি,Hia Didi who taught you to eat the kiss.Dug -to
