Ids,sentiment,sarcasm,vulgar,abuse,target,SentimentLabel,SarcasmLabel,VulgarLabel,AbuseLabel,Image_Path,Banglatext,EnglishText,BanglaText
image_13.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_13.jpg,বিজোপকেধুসালমরা মিরমকে দেবে আমি কি কাঁচকলা পারো৮ অডি আপনার পাশে_তো চাটচীটা চোলচোররী রয়েছে আরআডি আ্উকরা বন্ধরীকরু} গিন্দূরী] ভোটি আড়,bijopadusalms will give mirm to mirum  do i get a corset ,বিজোপকেধুসালমরা মিরমকে দেবে আমি কি কাঁচকলা পারো অডি আপনার পাশে_তো চাটচীটা চোলচোররী রয়েছে আরআডি আ্উকরা বন্ধরীকরু} গিন্দূরী] ভোটি আড়
image_14.jpg,Negative,No,Vulgar,Non-abusive,Religion,0,0,1,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_14.jpg,9 !!| ডাঙে আখার বাল চোডা গেল [41|[|| আঘাদের '0 হাজার হন্ডির ভেঙেছিস সেটা মনে আাচে,      dung akhar bal choda went          aghad s    thousand hondi broke up, !!| ডাঙে আখার বাল চোডা গেল [|[|| আঘাদের ' হাজার হন্ডির ভেঙেছিস সেটা মনে আাচে
image_15.jpg,Negative,Yes,Not Vulgar,Non-abusive,Religion,0,1,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_15.jpg,"মুদি সরকার দেশেরট০? গ৩]{];{ 41|77!14[1{4[ গরনদগ   শনগগনা ৬চ খা4  ড্চ-াা[;4৬ দেগেমচামা চদংযামাত সদয়াায প্রতিবাদেবনামে দাশ্করে হোবববদ্ুতুতিতে গমো৬েলাচালেটচয {+ঢটটা ং এাাব সংমসাযমাব 1][47[#""9[34[[;]{|[:| ৫০ফ নি্যব 43ন[=1157|6=1731441414|7! নানিসেচে","grocery government country   {c  {               {      goradag shanggana   f   dutha  a       degamchama chadangamat sadaya protesting daskar hobbbdututi         ""            {         f    n                               nanische","মুদি সরকার দেশেরট? গ]{];{ |![{[ গরনদগ   শনগগনা চ খা  ড্চ-াা[; দেগেমচামা চদংযামাত সদয়াায প্রতিবাদেবনামে দাশ্করে হোবববদ্ুতুতিতে গমোেলাচালেটচয {+ঢটটা ং এাাব সংমসাযমাব ][[#""[[[;]{|[ | ফ নি্যব ন[=|=|! নানিসেচে"
image_16.jpg,Negative,Yes,Vulgar,Abusive,Individual,0,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_16.jpg,"""মূসল্য] ""চালচোর এবণড তোলাবাজী দহ}ী","""mosaic ""","""মূসল্য] ""চালচোর এবণড তোলাবাজী দহ}ী"
image_17.jpg,Positive,No,Not Vulgar,Non-abusive,,2,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_17.jpg,"মোদী সরকাবের উদ্যোগে বসছে বিশ্বের সবচেয়ে দ্বর্ড়াপুরে 'সৌরগরছ' বাংলায় এবার গ্রিন সিটি' লক্ষা মোদা সরকার আর্থিক সাগয়েব পাশাসাশি পরিবেশ এ্রবং সৌন্দযীযাব জনা সৌববদ্যৎ উৎপাদান সৌলাব পাদল সববাত বাংলায এবাব নজব কাড়বে সৌরগাঢ 0133224773'17185{=17*408220]747-1014/1 (|দশ%য়ষ "" গড়াব","modi sarkab is sitting in the world s most dwarf  solargard  in the world  green city in bengal  laksa moda sarkar  the financial sagaibi sagaibi environment  and beautifully produced  the sauva salab footal salabat bangabat banga najab najab najab najab najab najab najab najab najaba najaba najaba najaba                                              ten of the ""ishrab","মোদী সরকাবের উদ্যোগে বসছে বিশ্বের সবচেয়ে দ্বর্ড়াপুরে 'সৌরগরছ' বাংলায় এবার গ্রিন সিটি' লক্ষা মোদা সরকার আর্থিক সাগয়েব পাশাসাশি পরিবেশ এ্রবং সৌন্দযীযাব জনা সৌববদ্যৎ উৎপাদান সৌলাব পাদল সববাত বাংলায এবাব নজব কাড়বে সৌরগাঢ '{= ]/ (|দশ%য়ষ "" গড়াব"
image_18.jpg,Negative,Yes,Not Vulgar,Abusive,Individual,0,1,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_18.jpg,[4[[]71দ7[{1711:4=|4|[1?01 সিনেমারজগতেসবশ্রেষঠকমেডিয়ান বরাংলার রাজটীতিতে শ্রেষ্ঠ কমডিয়ান,         d    {                       cinema category is the best commadian in the prince,[[[]দ[{=||[? সিনেমারজগতেসবশ্রেষঠকমেডিয়ান বরাংলার রাজটীতিতে শ্রেষ্ঠ কমডিয়ান
image_19.jpg,Negative,No,Not Vulgar,Non-abusive,,0,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_19.jpg,"{৩[হড়৩ঋঔ বিদায় বন্ধু (19[3[৫7 2018 25২9,2020) ত্াম রবে হৃদয়ে মম",{   hara   aye farewell friend                            tam robe mum,{[হড়ঋঔ বিদায় বন্ধু ([[  ) ত্াম রবে হৃদয়ে মম
image_20.jpg,Negative,Yes,Not Vulgar,Abusive,Political,0,1,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_20.jpg,"[০=ৎ] {ঃ৩9৩5 1_74|5111041""41!7= ?ঠ8৫ সহর ১১৮টি চিনা অ্াপ নিষিদ্ধ 13]63[1[1!=] ঘোমঙা েেনন ঘসিগডি ভাসো বচেোনা ক্নঃ এটীম্সিস্টীমচি সবহার সেভাবে একের একচনঢষগিনিস ব্যান শনপতচ} অমার ঢভোো ডয়তচ্ছে কোনদিনদয শেকে ডঠে শুননিরি""ব্যান,দিোতে [ও^ঞ&৩","     d  {          ""  ""          l    chinese   banned              someday hearing on the shake ""ban  dio  o^j    ","[=ৎ] {ঃ _|""!= ?ঠ সহর টি চিনা অ্াপ নিষিদ্ধ ][[!=] ঘোমঙা েেনন ঘসিগডি ভাসো বচেোনা ক্নঃ এটীম্সিস্টীমচি সবহার সেভাবে একের একচনঢষগিনিস ব্যান শনপতচ} অমার ঢভোো ডয়তচ্ছে কোনদিনদয শেকে ডঠে শুননিরি""ব্যান,দিোতে [ও^ঞ&"
image_21.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political,1,1,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_21.jpg,ডীলা ড্ববিরতোঢাইল] বুড়ো ছন্ডাস্ট্রি পিল্কারখনায় ব্যাসালোর আসুন গ}হ?ণ গুড8টি আগয 5410114দ14615[1|63= উন্নতমনের চিকিংস সুস্বাদু চপমুড়ি থেতে পেততামিলনাডী আসুন} বাংলায় আসুন},dila dobbartoil  come on basalore in the old chandistry pilkhana ,ডীলা ড্ববিরতোঢাইল] বুড়ো ছন্ডাস্ট্রি পিল্কারখনায় ব্যাসালোর আসুন গ}হ?ণ গুডটি আগয দ[|= উন্নতমনের চিকিংস সুস্বাদু চপমুড়ি থেতে পেততামিলনাডী আসুন} বাংলায় আসুন}
image_22.jpg,Positive,No,Not Vulgar,Non-abusive,Political,2,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_22.jpg,বাংলার মানুষ করোনা প্যান্ডামিক এর আগে খেতে পেত না!! তারপর যাদবপুরের বাংলার মানুষ বামেরা ক্যাল্টিন এখন দুবেলা খুললো খেতে পাচ্ছে| ধন্যবাদ সিপিএম| স০দাাচ,people of bengal do not eat pandamic before   then the people of bengal in jadavpur are now able to eat the kaltin twice thanks cpm   ,বাংলার মানুষ করোনা প্যান্ডামিক এর আগে খেতে পেত না!! তারপর যাদবপুরের বাংলার মানুষ বামেরা ক্যাল্টিন এখন দুবেলা খুললো খেতে পাচ্ছে| ধন্যবাদ সিপিএম| সদাাচ
image_23.jpg,Neutral,No,Not Vulgar,Non-abusive,Political,1,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_23.jpg,পিসি হিন্দিভাষীদের বহিরাগত বলছে এবং তাদের গালিগালাজ করে বিভাজনের রাজনীতি করছে দেখতে পাচ্ছেন তোো এই সাম্প্রদায়িক বিভাজনের রাজনীতির ফল,the pc says the exotic hindi speakers and they are doing the politics of division by abusing them  and you can see the result of this communal division politics ,পিসি হিন্দিভাষীদের বহিরাগত বলছে এবং তাদের গালিগালাজ করে বিভাজনের রাজনীতি করছে দেখতে পাচ্ছেন তোো এই সাম্প্রদায়িক বিভাজনের রাজনীতির ফল
image_24.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_24.jpg,"5ঝশ]ভ ৫ঋশ ঋতচগখ দেশের শাসতগেী এখন গঙ্কের  পুরনাণের র্মরজা নয ভারত ভারতবাসীার জীবন-জীবিকা; গগতম্র ধরমনিবপেক্ষতা, সার্বভৌমত্ব সব কিঢুর উপর বিরামহীন ডজেম লিপ্ত ৮[95: 3শ৮ণ ৮২০০০ ৫% 100009008029330 90313/2578098765833699/?গ730]=""1""3|0ল3 &হগয০ ৎ870&|৫]ড় 6""=9হ &1=#&কর=: আপলার নামটা চেঞজ করে বীর্যযকাম্ত মিশ্র 4ড়]47 ঘীর্যটা অবশ্যই চায়লা এবং আরবের সংমিগ্রণে তৈরি সেটার ১০০৭ নি-্চযতা দিচ্চি","  josh  v  vishtachagakh country is now the lifeblood of the indians of india  naz naz  the purana of ghank gasta dharma nabita  sovereignty all over the kiwi non  dodge          hundred                                              c        "" ""   "" ""   "" ""   "" ""   "" ""   "" ""     "" ""         corner    apala s name cheese semen mixed   r     surroundings must","ঝশ]ভ ঋশ ঋতচগখ দেশের শাসতগেী এখন গঙ্কের  পুরনাণের র্মরজা নয ভারত ভারতবাসীার জীবন-জীবিকা; গগতম্র ধরমনিবপেক্ষতা, সার্বভৌমত্ব সব কিঢুর উপর বিরামহীন ডজেম লিপ্ত [ শণ  %  //?গ]=""""|ল &হগয ৎ&|]ড় ""=হ &=#&কর=  আপলার নামটা চেঞজ করে বীর্যযকাম্ত মিশ্র ড়] ঘীর্যটা অবশ্যই চায়লা এবং আরবের সংমিগ্রণে তৈরি সেটার  নি-্চযতা দিচ্চি"
image_25.jpg,Positive,No,Not Vulgar,Non-abusive,Individual,2,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_25.jpg,"আজকের দিনের সেরা খবর টীনের অভ্যন্তরে ঢুকে চীনের পাঁচ কিলোমিটার এলাকা দখল করলো ভারত, যার মধ্যে চীনের কয়়েকটি গুরুত্বপূর্ণ সেনাঘাটিও রয়েছেো গত ৭৩ বদযে যা ঝরার কারো সাংস হশনি মোদী জী সেটা করে দেখালেন ! এটাই থলো ৫ ৬ ইঞ্ির #নড1 যঁ দেখছে দেশ সঢ় বিশ্ববাসী সোট",india enters the best news of today s tin and occupied a five  kilometer area of   china  in which china has several important troops in the last    which shows modi modi ji  a mp of jhala this is the thlo  th  th  node   like the country of the world ,"আজকের দিনের সেরা খবর টীনের অভ্যন্তরে ঢুকে চীনের পাঁচ কিলোমিটার এলাকা দখল করলো ভারত, যার মধ্যে চীনের কয়়েকটি গুরুত্বপূর্ণ সেনাঘাটিও রয়েছেো গত  বদযে যা ঝরার কারো সাংস হশনি মোদী জী সেটা করে দেখালেন ! এটাই থলো   ইঞ্ির #নড যঁ দেখছে দেশ সঢ় বিশ্ববাসী সোট"
image_26.jpg,Negative,Yes,Not Vulgar,Non-abusive,Others,0,1,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_26.jpg,বর্ষায় হাঁস গুলো সরকারি সম্পত্তি দখল করার চেষ্টা করছে! 5বিনার সগি,in the rainy season the ducks are trying to occupy government property   binar sagi,বর্ষায় হাঁস গুলো সরকারি সম্পত্তি দখল করার চেষ্টা করছে! বিনার সগি
image_27.jpg,Neutral,No,Not Vulgar,Non-abusive,Political,1,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_27.jpg,"=হ=৯ঞ ৬=ড় পরীক্ষার্থীদের কেন্দ্রে পৌঁছে দেবে বিজেপি বগম7 [়োড়চ] 0০ ১৮ সন্বোবর পর্যস্ত কলেদ-বিশবিদ্যালয়ে পরাস্া =হচ^ঞ =)|$ ড়&&, নিটের জন্য বিজেপির বাস পরিষেবা =হা"" বোড [চ ৩১ অডগাণডমন মডশা ফণশ্রকাডশম নিণদশ","  h     j    d will reach the center of the examiners at bjp bumps    erch      subobar called university parasa   hocha^j      $       bjp bus service for nitt   ha ""boddam bod ","=হ=ঞ =ড় পরীক্ষার্থীদের কেন্দ্রে পৌঁছে দেবে বিজেপি বগম [়োড়চ]   সন্বোবর পর্যস্ত কলেদ-বিশবিদ্যালয়ে পরাস্া =হচ^ঞ =)|$ ড়&&, নিটের জন্য বিজেপির বাস পরিষেবা =হা"" বোড [চ  অডগাণডমন মডশা ফণশ্রকাডশম নিণদশ"
image_28.jpg,Negative,Yes,Vulgar,Abusive,Religion,0,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_28.jpg,দাঙ্গাবাজ এবং সন্ত্রাসবাদের প্রোডাক্টশন বন্ধ করার একমাত্র উপায়:,the only way to stop the products of riots and terrorism ,দাঙ্গাবাজ এবং সন্ত্রাসবাদের প্রোডাক্টশন বন্ধ করার একমাত্র উপায় 
image_29.jpg,Negative,No,Not Vulgar,Abusive,Individual,0,0,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_29.jpg,"বাদেন ""প্রথ প্রতিশ্রুতি! এলে পছ্ ৭0৬+ ণণী ভৌতদ্বেরোনস নুকলের দেগা নহাস পরববার দেবনা 9_ধ01] আমরা সরকার এলে চূপবোবসাকে বরিডি বাবসাকে তোলাবাজি_এবং দূর্নীতিকেসরকারি চাকরি কুরে দেো","baden ""first promise  if you like to give a nuclear nucleus nucleus  i will not give the nucleus of the nucle ","বাদেন ""প্রথ প্রতিশ্রুতি! এলে পছ্ + ণণী ভৌতদ্বেরোনস নুকলের দেগা নহাস পরববার দেবনা _ধ] আমরা সরকার এলে চূপবোবসাকে বরিডি বাবসাকে তোলাবাজি_এবং দূর্নীতিকেসরকারি চাকরি কুরে দেো"
image_30.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_30.jpg,ছঘদলোকেআামোরহওডকত দিয়ছিআোমি ১০০০ট] দেগব মমোসের মুংণ্রী আমকক দিন} বংলার বন্য জনতা: আপনি এবার হেগে মুতে দুই পা উপরে তুলে শুয়ে পড়়ন আপনার গল্প শেষ ভোোট,chhagdlokeamorhodat diachi  am    degab mamos s munnri amkak day,ছঘদলোকেআামোরহওডকত দিয়ছিআোমি ট] দেগব মমোসের মুংণ্রী আমকক দিন} বংলার বন্য জনতা  আপনি এবার হেগে মুতে দুই পা উপরে তুলে শুয়ে পড়়ন আপনার গল্প শেষ ভোোট
image_31.jpg,Neutral,Yes,Vulgar,Abusive,Individual,1,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_31.jpg,"৮৩৬ {4য""নঃ 03ম0110131 131 সানি লিওলে; মিয়া খলিফার পর নেহা ববব! ঝাডড থচঞোন মেখা তালিকাম ফেের বিভ্রাত্তি এ5ব47 নদচ70""= মদাটি""জ পমচাভ্ সিখা সনজগত্ভো এর যদি চও ডাবান ানএত[ৎ]গ[9 9ৎূ{ #ম40চ| ৬6113-84-1@",{  {  n                   sunny leale  neha bobb after mia khalifa            ," {য""নঃ ম  সানি লিওলে; মিয়া খলিফার পর নেহা ববব! ঝাডড থচঞোন মেখা তালিকাম ফেের বিভ্রাত্তি এব নদচ""= মদাটি""জ পমচাভ্ সিখা সনজগত্ভো এর যদি চও ডাবান ানএত[ৎ]গ[ ৎূ{ #মচ| @"
image_32.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_32.jpg,"111!4444 1113464| দুঃখ দেবেল না; দৃঃখ দিলে আমি অভিমাল = চ যান: মুখ্যমঘ্রী শ০8/৪শ লেবাংলার বন্য জনতা : 11[4[3134 গ নিকাল পেহেল ফুরসত মে নিকাল বাংলাদদেশ কা রাঁসতা হা8, উধা#",                   did not give grief if you go  i go to abhimal   f  chief movement of the chief mix        wild people              c nikal phel fursat may nikal bangalore ka ransta ha    uddha ,! | দুঃখ দেবেল না; দৃঃখ দিলে আমি অভিমাল = চ যান  মুখ্যমঘ্রী শ/শ লেবাংলার বন্য জনতা   [[ গ নিকাল পেহেল ফুরসত মে নিকাল বাংলাদদেশ কা রাঁসতা হা উধা#
image_33.jpg,Neutral,No,Not Vulgar,Non-abusive,Political,1,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_33.jpg,502 =[=3[ঁ6[ড৬[গ৮/ ভপমত নেং নিক্কি মধতেল পাটি ভিা 502 ওহছঋকঋ&ঋ&] সাওঙ লম্ ঢাকাঃ তৃণমলের পাট আসিস বিক্ষি! চাল ত্রিপলউঙিলের পরন শেযে নিজেদের পাট আফ্স   ? তিুলতারা পভিডে এগোচ্ছে ২১ এর আগে টালিব চল নেঁচে দেয ঝিনা সবদেছ,               d   vopmat nang nikki madhatel party vi     ohchhak bury        song lam dhaka  jute asis protest of the grasshopper rice tripolungil wearing their own jute tultara is moving to pavid before the   st talib is on the run, =[=[ঁ[ড[গ/ ভপমত নেং নিক্কি মধতেল পাটি ভিা  ওহছঋকঋ&ঋ&] সাওঙ লম্ ঢাকাঃ তৃণমলের পাট আসিস বিক্ষি! চাল ত্রিপলউঙিলের পরন শেযে নিজেদের পাট আফ্স   ? তিুলতারা পভিডে এগোচ্ছে  এর আগে টালিব চল নেঁচে দেয ঝিনা সবদেছ
image_34.jpg,Negative,Yes,Not Vulgar,Non-abusive,,0,1,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_34.jpg,পাত্র চাই বোনের বামপ্ট্ী কুরিজীবী ৩0-৩ পাত্র চাই/ এর যখন একডবছীর তংন থেঁকে আমাদের বাড়তেই বড হয়েছে লাইফ পার্টনার খুঁজছে নাক পামানেন্ট লেনন টিচার খুঁজছে আপাল ধরতে পারবেন নী চচ,want to the sister of the sister s bampti kurigibi     vessel  when we are growing up  we are growing up in our growth partner looking for a life partner ,পাত্র চাই বোনের বামপ্ট্ী কুরিজীবী  পাত্র চাই/ এর যখন একডবছীর তংন থেঁকে আমাদের বাড়তেই বড হয়েছে লাইফ পার্টনার খুঁজছে নাক পামানেন্ট লেনন টিচার খুঁজছে আপাল ধরতে পারবেন নী চচ
