Ids,sentiment,sarcasm,vulgar,abuse,target
image_133.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_134.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Religion
image_135.jpg,Negative,No,Vulgar,Abusive,Individual
image_136.jpg,Negative,No,Not Vulgar,Non-abusive,Individual
image_137.jpg,Neutral,Yes,Not Vulgar,Abusive,Political
image_138.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_139.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_140.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_141.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual
image_142.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_143.jpg,Negative,Yes,Not Vulgar,Non-abusive,None
image_144.jpg,Negative,No,Vulgar,Non-abusive,Others
image_145.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_146.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_147.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_148.jpg,Negative,Yes,Not Vulgar,Non-abusive,Individual
image_149.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual
image_150.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_151.jpg,Positive,No,Not Vulgar,Non-abusive,Individual
image_152.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_153.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_154.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_155.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_156.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_157.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_158.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_159.jpg,Positive,Yes,Not Vulgar,Non-abusive,None
image_160.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_161.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_162.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual
image_163.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_164.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_165.jpg,Negative,No,Not Vulgar,Abusive,Individual
image_166.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_167.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_168.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_169.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_170.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_171.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_172.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_173.jpg,Negative,Yes,Not Vulgar,Non-abusive,None
image_174.jpg,Negative,Yes,Vulgar,Abusive,Political
image_175.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_176.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_177.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_178.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_179.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_180.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_181.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_182.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_183.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_184.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_185.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_186.jpg,Negative,Yes,Vulgar,Non-abusive,Individual
image_187.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_188.jpg,Negative,No,Not Vulgar,Non-abusive,Individual
image_189.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_190.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_191.jpg,Negative,No,Vulgar,Abusive,Individual
image_192.jpg,Negative,No,Not Vulgar,Abusive,Political
image_193.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_194.jpg,Negative,No,Vulgar,Abusive,Individual
image_195.jpg,Negative,No,Vulgar,Non-abusive,Religion
image_196.jpg,Negative,Yes,Vulgar,Non-abusive,Political
image_197.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_198.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_199.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_200.jpg,Negative,Yes,Not Vulgar,Abusive,Political
image_201.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_202.jpg,Negative,Yes,Not Vulgar,Abusive,Religion
image_203.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_204.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_205.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_206.jpg,Negative,Yes,Not Vulgar,Abusive,Religion
image_207.jpg,Negative,Yes,Vulgar,Abusive,Political
image_208.jpg,Negative,Yes,Not Vulgar,Abusive,Political
image_209.jpg,Negative,Yes,Not Vulgar,Non-abusive,None
image_210.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_211.jpg,Positive,Yes,Not Vulgar,Non-abusive,None
image_212.jpg,Negative,No,Vulgar,Abusive,Individual
image_213.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_214.jpg,Negative,Yes,Not Vulgar,Abusive,Political
image_215.jpg,Negative,No,Vulgar,Abusive,Religion#Individual
image_216.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_217.jpg,Negative,Yes,Vulgar,Abusive,Political
image_218.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_219.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_220.jpg,Negative,No,Not Vulgar,Non-abusive,Others
image_221.jpg,Negative,No,Vulgar,Abusive,Political
image_222.jpg,Negative,No,Vulgar,Abusive,Political
image_223.jpg,Negative,Yes,Vulgar,Non-abusive,Individual#Political
image_224.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_225.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_226.jpg,Negative,Yes,Vulgar,Non-abusive,Political
image_227.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual
image_228.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_229.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Others
image_230.jpg,Negative,No,Vulgar,Non-abusive,Religion#Political
image_231.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_232.jpg,Negative,Yes,Not Vulgar,Non-abusive,Individual
image_233.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_234.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_235.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_236.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Others
image_237.jpg,Negative,No,Vulgar,Abusive,Individual
image_238.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_239.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_240.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_241.jpg,Negative,No,Not Vulgar,Non-abusive,Individual
image_242.jpg,Negative,No,Vulgar,Non-abusive,None
image_243.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_244.jpg,Negative,Yes,Vulgar,Non-abusive,None
image_391.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_246.jpg,Negative,No,Vulgar,Non-abusive,Individual
image_247.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_248.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_249.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_250.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_251.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Others
image_252.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_253.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_254.jpg,Negative,No,Vulgar,Non-abusive,Individual
image_255.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_256.jpg,Positive,No,Not Vulgar,Non-abusive,Political
image_257.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_258.jpg,Negative,No,Vulgar,Non-abusive,None
image_259.jpg,Negative,No,Not Vulgar,Non-abusive,Others
image_260.jpg,Negative,No,Vulgar,Non-abusive,Political
image_261.jpg,Negative,No,Not Vulgar,Non-abusive,Individual
image_262.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_263.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_264.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_265.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_266.jpg,Negative,Yes,Vulgar,Non-abusive,Others
image_267.jpg,Positive,No,Not Vulgar,Non-abusive,Religion
image_268.jpg,Negative,No,Vulgar,Abusive,Political
image_269.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_270.jpg,Negative,No,Vulgar,Non-abusive,Political
image_271.jpg,Negative,No,Vulgar,Non-abusive,None
image_272.jpg,Negative,No,Not Vulgar,Non-abusive,Individual#Political
image_273.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_274.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_275.jpg,Negative,No,Vulgar,Non-abusive,Political
image_276.jpg,Positive,Yes,Not Vulgar,Non-abusive,Political
image_277.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_278.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_279.jpg,Positive,No,Not Vulgar,Non-abusive,Political
image_280.jpg,Negative,Yes,Vulgar,Non-abusive,Individual
image_281.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_282.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_283.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_284.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_285.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_286.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_287.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion
image_288.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_289.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_290.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_291.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_292.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_293.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_294.jpg,Negative,Yes,Vulgar,Non-abusive,Religion
image_295.jpg,Negative,No,Vulgar,Abusive,Political
image_296.jpg,Negative,Yes,Vulgar,Non-abusive,Political
image_297.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_298.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_299.jpg,Negative,Yes,Not Vulgar,Abusive,Political
image_300.jpg,Neutral,Yes,Vulgar,Non-abusive,None
image_301.jpg,Positive,No,Not Vulgar,Non-abusive,Individual
image_302.jpg,Negative,Yes,Vulgar,Abusive,Political
image_303.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_304.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_305.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_306.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_307.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_308.jpg,Neutral,No,Not Vulgar,Abusive,Religion
image_309.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_310.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_311.jpg,Negative,Yes,Vulgar,Non-abusive,Religion
image_312.jpg,Positive,No,Not Vulgar,Non-abusive,Individual
image_313.jpg,Positive,No,Not Vulgar,Non-abusive,Political
image_314.jpg,Negative,Yes,Not Vulgar,Non-abusive,Individual
image_315.jpg,Negative,Yes,Vulgar,Non-abusive,None
image_316.jpg,Negative,Yes,Vulgar,Non-abusive,Individual
image_317.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_318.jpg,Negative,No,Vulgar,Non-abusive,Individual#Political
image_319.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Others
image_320.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_321.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_322.jpg,Negative,No,Not Vulgar,Abusive,None
image_323.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_324.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_325.jpg,Negative,No,Vulgar,Non-abusive,Political
image_326.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_327.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_328.jpg,Positive,Yes,Vulgar,Non-abusive,Individual
image_329.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_330.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_331.jpg,Negative,No,Vulgar,Abusive,Individual
image_332.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_333.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_334.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_335.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_336.jpg,Positive,Yes,Not Vulgar,Non-abusive,None
image_337.jpg,Negative,No,Vulgar,Non-abusive,None
image_338.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_339.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_340.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_341.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_342.jpg,Negative,Yes,Vulgar,Non-abusive,Individual
image_343.jpg,Negative,No,Vulgar,Non-abusive,None
image_344.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_345.jpg,Positive,No,Vulgar,Non-abusive,Others
image_346.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_347.jpg,Positive,No,Not Vulgar,Non-abusive,Individual
image_348.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_349.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_350.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_351.jpg,Negative,Yes,Not Vulgar,Abusive,Political
image_352.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_353.jpg,Positive,Yes,Vulgar,Non-abusive,Political
image_354.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_355.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_356.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_357.jpg,Negative,Yes,Vulgar,Non-abusive,Individual
image_358.jpg,Negative,Yes,Not Vulgar,Non-abusive,Individual
image_359.jpg,Negative,No,Not Vulgar,Non-abusive,Individual#Political
image_360.jpg,Negative,Yes,Not Vulgar,Non-abusive,None
image_361.jpg,Negative,Yes,Not Vulgar,Non-abusive,Individual#Political
image_362.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_363.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_364.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_365.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_366.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_367.jpg,Negative,Yes,Vulgar,Non-abusive,Political
image_368.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_369.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_370.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_371.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_372.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_373.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_374.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_375.jpg,Positive,Yes,Not Vulgar,Non-abusive,Political
image_376.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_377.jpg,Negative,Yes,Not Vulgar,Non-abusive,Individual
image_378.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_379.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_380.jpg,Negative,Yes,Vulgar,Abusive,Political
image_381.jpg,Negative,Yes,Vulgar,Non-abusive,Individual
image_382.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_383.jpg,Negative,Yes,Not Vulgar,Non-abusive,Individual
image_384.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_385.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_635.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_387.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion#Political
image_388.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_389.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_390.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_392.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_393.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_394.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Political
image_395.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_396.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Religion
image_397.jpg,Negative,Yes,Vulgar,Non-abusive,Political
image_398.jpg,Negative,Yes,Not Vulgar,Non-abusive,None
image_399.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_400.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion
image_401.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual
image_402.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_403.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_404.jpg,Positive,No,Not Vulgar,Non-abusive,Individual
image_405.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_406.jpg,Negative,No,Not Vulgar,Non-abusive,Others
image_439.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_408.jpg,Negative,No,Vulgar,Non-abusive,Political
image_409.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_410.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_411.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_412.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_413.jpg,Negative,No,Not Vulgar,Non-abusive,Religion#Others
image_414.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_415.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_416.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_417.jpg,Negative,Yes,Vulgar,Non-abusive,Others
image_418.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_419.jpg,Neutral,No,Vulgar,Non-abusive,Political
image_420.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_421.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_422.jpg,Negative,Yes,Vulgar,Abusive,Political
image_423.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_424.jpg,Negative,Yes,Vulgar,Non-abusive,Political
image_425.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Individual
image_426.jpg,Positive,Yes,Vulgar,Non-abusive,Political
